English,Kannada
tayaarisikollabahudaaga,ತಯಾರಿಸಿಕೊಳ್ಳಬಹುದಾಗ
gadirekhegalondige,ಗಡಿರೇಖೆಗಳೊಂದಿಗೆ
hongards,ಹೊಂಗಾರ್ಡ್ಸ್
maadisibittiddare,ಮಾಡಿಸಿಬಿಟ್ಟಿದ್ದರೆ
sadvidyaabhavanadalli,ಸದ್ವಿದ್ಯಾಭವನದಲ್ಲಿ
madibidtini,ಮಾಡಿಬಿಡ್ತಿನಿ
satyaamshavideye,ಸತ್ಯಾಂಶವಿದೆಯೇ
dveshisidavara,ದ್ವೇಷಿಸಿದವರ
vegagolisuvudarinda,ವೇಗಗೊಳಿಸುವುದರಿಂದ
patradashtannu,ಪಾತ್ರದಷ್ಟನ್ನು
bhagiyagiddagalu,ಭಾಗಿಯಾಗಿದ್ದಾಗಲೂ
tamilaranne,ತಮಿಳರನ್ನೇ
keypress,ಕೀಪ್ರೆಸ್
kandluruvaregina,ಕಂಡ್ಲೂರುವರೆಗಿನ
tegedukollalaguvudo,ತೆಗೆದುಕೊಳ್ಳಲಾಗುವುದೋ
gantegobba,ಗಂಟೆಗೊಬ್ಬ
roopadallihooduttade,ರೂಪದಲ್ಲಿಹೂಡುತ್ತದೆ
nammeduride,ನಮ್ಮೆದುರಿದೆ
kuruhugalivu,ಕುರುಹುಗಳಿವು
mislocated,ಮಿಸ್ಲೋಕೇಟೆಡ್
gellisuttiri,ಗೆಲ್ಲಿಸುತ್ತಿರಿ
mubashir,ಮುಬಶಿರ್
illavennuvantittu,ಇಲ್ಲವೆನ್ನುವಂತಿತ್ತು
othellodalli,ಒಥೆಲ್ಲೊದಲ್ಲಿ
baddiyetara,ಬಡ್ಡಿಯೇತರ
vaachanaalayavondara,ವಾಚನಾಲಯವೊಂದರ
aameyinda,ಆಮೆಯಿಂದ
giar,ಗಿಯಾರ್
atravannu,ಅತ್ರವನ್ನು
hosadingata,ಹೊಸದಿಂಗತ
maswati,ಮಸ್ವತಿ
videogalagi,ವೀಡಿಯೋಗಳಾಗಿ
aaddarindale,ಆದ್ದರಿಂದಲೇ
gajashale,ಗಜಶಾಲೆ
arthahinavendu,ಅರ್ಥಹೀನವೆಂದು
kullagiruvavarige,ಕುಳ್ಳಗಿರುವವರಿಗೆ
devasilpa,ದೇವಶಿಲ್ಪ
kottantavu,ಕೊಟ್ಟಂತವು
repense,ರಿಪೆನ್ಸ್
seleyalaagu,ಸೆಳೆಯಲಾಗು
huchchusaahasada,ಹುಚ್ಚುಸಾಹಸದ
boomargalu,ಬೂಮರ್ಗಳು
nagabrahmanu,ನಾಗಬ್ರಹ್ಮನು
virodhisikondu,ವಿರೋಧಿಸಿಕೊಂಡು
ettamanur,ಎಟ್ಟಮನೂರ್
sankoochavaaytu,ಸಂಕೋಚವಾಯ್ತು
balishtharaguva,ಬಲಿಷ್ಠರಾಗುವ
dorakisikodalaayitu,ದೊರಕಿಸಿಕೊಡಲಾಯಿತು
raktanaalagalallaaguva,ರಕ್ತನಾಳಗಳಲ್ಲಾಗುವ
jeevabheetiyinda,ಜೀವಭೀತಿಯಿಂದ
kramajarugisuvante,ಕ್ರಮಜರುಗಿಸುವಂತೆ
procurement,ಪ್ರೊಕ್ಯುರ್ಮೆಂಟ್
vyayavaagive,ವ್ಯಯವಾಗಿವೆ
upapatragalu,ಉಪಪತ್ರಗಳು
kaliyabekeke,ಕಲಿಯಬೇಕೇಕೆ
bendnantaha,ಬೆಂಡ್ನಂತಹ
mahadhiveshanadallu,ಮಹಾಧಿವೇಶನದಲ್ಲೂ
kumarana,ಕುಮಾರನಾ
oresikondaremukhada,ಒರೆಸಿಕೊಂಡರೆಮುಖದ
alateyagiruttade,ಅಳತೆಯಾಗಿರುತ್ತದೆ
manegelasagaararannu,ಮನೆಗೆಲಸಗಾರರನ್ನು
chitar,ಚಿತರ್
akarshitaragtare,ಆಕರ್ಷಿತರಾಗ್ತಾರೆ
chennagiruttene,ಚೆನ್ನಾಗಿರುತ್ತೇನೆ
kuchinadu,ಕುಚಿನಾಡು
kaigolluvavaregu,ಕೈಗೊಳ್ಳುವವರೆಗೂ
sandwax,ಸ್ಯಾಂಡ್ವ್ಯಾಕ್ಸ್
gootina,ಗೂಟಿನ
pavitraraagiddaru,ಪವಿತ್ರರಾಗಿದ್ದರು
udghatanegala,ಉದ್ಘಾಟನೆಗಳ
feashing,ಫೀಶಿಂಗ್
reetigoo,ರೀತಿಗೂ
deshadellarigoo,ದೇಶದೆಲ್ಲರಿಗೂ
siddateyante,ಸಿದ್ದತೆಯಂತೆ
jaalabandhavillade,ಜಾಲಬಂಧವಿಲ್ಲದೆ
internationalgala,ಇಂಟರ್ನ್ಯಾಶನಲ್ಗಳ
kollirai,ಕೊಳ್ಳಿರೈ
upakaptaana,ಉಪಕಪ್ತಾನ
quarta,ಕ್ವಾರ್ಟಾ
ramlinga,ರಾಮಲಿಂಗಾ
uchchadhvaniyalli,ಉಚ್ಛಧ್ವನಿಯಲ್ಲಿ
konddoyyuttidda,ಕೊಂಡ್ಡೊಯ್ಯುತ್ತಿದ್ದ
granslam,ಗ್ರ್ಯಾನ್ಸ್ಲಾಮ್
giridhaamagalive,ಗಿರಿಧಾಮಗಳಿವೆ
udyaanavanadantide,ಉದ್ಯಾನವನದಂತಿದೆ
upasthitarirale,ಉಪಸ್ಥಿತರಿರಲೇ
extensiongaagi,ಎಕ್ಸ್ಟೆನ್ಷನ್ಗಾಗಿ
brankosnondige,ಬ್ರಾಂಕೋಸ್ನೊಂದಿಗೆ
samsadeyannu,ಸಂಸದೆಯನ್ನು
moodugallinalli,ಮೂಡುಗಲ್ಲಿನಲ್ಲಿ
vadagirdane,ವಡಗಿರ್ದನೆ
tatvarahitavaada,ತತ್ವರಹಿತವಾದ
baleni,ಬಾಲೆನಿ
kalkateya,ಕಲ್ಕತೆಯ
samayavalayavannu,ಸಮಯವಲಯವನ್ನು
samskaaravendare,ಸಂಸ್ಕಾರವೆಂದರೆ
varnanabhaga,ವರ್ಣನಾಭಾಗ
mukhabhaavagalannu,ಮುಖಭಾವಗಳನ್ನು
valayadavaregoo,ವಲಯದವರೆಗೂ
teluvaguvike,ತೆಲುವಾಗುವಿಕೆ
bennabidadu,ಬೆನ್ನಬಿಡದು
raajyavannaaluvudu,ರಾಜ್ಯವನ್ನಾಳುವುದು
kondiddenendu,ಕೊಂಡಿದ್ದೇನೆಂದು
bhoomiyalliddeve,ಭೂಮಿಯಲ್ಲಿದ್ದೇವೆ
darlong,ದಾರ್ಲೊಂಗ್
naduveyantu,ನಡುವೆಯಂತೂ
oddaadutidre,ಒದ್ದಾಡುತಿದ್ರೆ
hogiruvudaagi,ಹೋಗಿರುವುದಾಗಿ
mundirpa,ಮುಂದಿರ್ಪ
sevapustakadalli,ಸೇವಾಪುಸ್ತಕದಲ್ಲಿ
prakriyeyiddu,ಪ್ರಕ್ರಿಯೆಯಿದ್ದು
sampadakaravarege,ಸಂಪಾದಕರವರೆಗೆ
siditalegalinda,ಸಿಡಿತಲೆಗಳಿಂದ
tivittu,ತೀವಿತ್ತು
sachivakaankshigalige,ಸಚಿವಕಾಂಕ್ಷಿಗಳಿಗೆ
rangamala,ರಂಗಮಾಲ
prerepisatodagidaru,ಪ್ರೇರೇಪಿಸತೊಡಗಿದರು
nadeyisidarendu,ನಡೆಯಿಸಿದರೆಂದು
nadesadiralu,ನಡೆಸದಿರಲು
pogat,ಪೊಗಟ್
tiladidda,ತಿಳದಿದ್ದ
aldila,ಆಲ್ಡಿಲಾ
mandivaalada,ಮಂದಿವಾಳದ
mahamurthy,ಮಹಾಮೂರ್ತಿ
chahadangadigalalli,ಚಹದಂಗಡಿಗಳಲ್ಲಿ
gurutisittaadaroo,ಗುರುತಿಸಿತ್ತಾದರೂ
honduvantaagive,ಹೊಂದುವಂತಾಗಿವೆ
igarjiyannagi,ಇಗರ್ಜಿಯನ್ನಾಗಿ
lijian,ಲಿಜಿಯಾನ್
matanadisuttiddene,ಮಾತನಾಡಿಸುತ್ತಿದ್ದೇನೆ
hogalaadisabeku,ಹೊಗಲಾಡಿಸಬೇಕು
nambiralilla,ನಂಬಿರಲಿಲ್ಲ
honduttidde,ಹೊಂದುತ್ತಿದ್ದೆ
rashtradadya,ರಾಷ್ಟ್ರದಾದ್ಯ
parasthaladava,ಪರಸ್ಥಳದವ
meenugaararalliyu,ಮೀನುಗಾರರಲ್ಲಿಯೂ
madokagutta,ಮಾಡೋಕಾಗುತ್ತಾ
derra,ಡೆರ್ರಾ
yochanegalannella,ಯೋಚನೆಗಳನ್ನೆಲ್ಲ
militiyondige,ಮಿಲಿಟಿಯೊಂದಿಗೆ
savalugalannolagonda,ಸವಾಲುಗಳನ್ನೊಳಗೊಂಡ
aabhaariyaagiddaru,ಆಭಾರಿಯಾಗಿದ್ದರೂ
sambalakoduva,ಸಂಬಳಕೊಡುವ
alateyalli,ಅಳತೆಯಲ್ಲಿ
gudibandeyinda,ಗುಡಿಬಂಡೆಯಿಂದ
cupid,ಕ್ಯೂಪಿಡ್
tappisaballavu,ತಪ್ಪಿಸಬಲ್ಲವು
sukhadare,ಸುಖದಾರೆ
kodalaguvudu,ಕೋಡಲಾಗುವುದು
terekandittu,ತೆರೆಕಂಡಿತ್ತು
nirvahisidaaga,ನಿರ್ವಹಿಸಿದಾಗ
neraverisikolluva,ನೆರವೇರಿಸಿಕೊಳ್ಳುವ
maleyaadroo,ಮಳೆಯಾದ್ರೂ
suravarara,ಸುರವರರ
harikota,ಹರಿಕೋಟಾ
singaleekana,ಸಿಂಗಳೀಕನ
bassali,ಬಸ್ಸಾಲಿ
pakshaantaravalla,ಪಕ್ಷಾಂತರವಲ್ಲ
smaranaarthavaada,ಸ್ಮರಣಾರ್ಥವಾದ
kachchuvudara,ಕಚ್ಚುವುದರ
tatvikategaligoo,ತಾತ್ವಿಕತೆಗಳಿಗೂ
sachivarobba,ಸಚಿವರೊಬ್ಬ
adhiksharagiruva,ಅಧೀಕ್ಷರಾಗಿರುವ
krizgarh,ಕ್ರಿಜ್ಗರ್
tagiye,ತಾಗಿಯೇ
kaigondarante,ಕೈಗೊಂಡರಂತೆ
chakradavaralloo,ಚಕ್ರದವರಲ್ಲೂ
noodide,ನೂಡಿದೆ
hattiddaarendu,ಹತ್ತಿದ್ದಾರೆಂದು
hallinalliruttade,ಹಲ್ಲಿನಲ್ಲಿರುತ್ತದೆ
sariyalara,ಸರಿಯಲಾರ
shirshikeyadu,ಶೀರ್ಷಿಕೆಯದು
gayamadikolluvudu,ಗಾಯಮಾಡಿಕೊಳ್ಳುವುದು
subhadrategalalli,ಸುಭದ್ರತೆಗಳಲ್ಲಿ
olasanchinindalo,ಒಳಸಂಚಿನಿಂದಲೋ
ishtapattiddaarendu,ಇಷ್ಟಪಟ್ಟಿದ್ದಾರೆಂದು
yavudaadarondu,ಯವುದಾದರೊಂದು
manushyaraagabekide,ಮನುಷ್ಯರಾಗಬೇಕಿದೆ
hedarisidre,ಹೆದರಿಸಿದ್ರೆ
baredale,ಬರೆದಾಳೆ
maintainence,ಮೈಂಟೈನೆನ್ಸ್
innondina,ಇನ್ನೊಂದಿನ
yochisabediri,ಯೋಚಿಸಬೇಡಿರಿ
swamp,ಸ್ವ್ಯಾಂಪ್
bhavishyavannavaru,ಭವಿಷ್ಯವನ್ನವರು
abusaheb,ಅಬುಸಾಹೇಬ್
herangadiyalli,ಹೆರಂಗಡಿಯಲ್ಲಿ
himmukhavaagiddaaga,ಹಿಮ್ಮುಖವಾಗಿದ್ದಾಗ
vimukharaaguttiddeve,ವಿಮುಖರಾಗುತ್ತಿದ್ದೇವೆ
vulikaradi,ವುಲಿಕರಡಿ
nadesidanteye,ನಡೆಸಿದಂತೆಯೇ
mundeli,ಮುಂದೇಲಿ
liptinite,ಲಿಪ್ಟಿನೈಟ್
nuvvevaru,ನುವ್ವೆವರು
prebian,ಪ್ರೆಬಿಯಾನ್
kahiyiruvante,ಕಹಿಯಿರುವಂತೆ
dasyatvada,ದಾಸ್ಯತ್ವದ
jagur,ಜಗುರ್
aavaranadolagina,ಆವರಣದೊಳಗಿನ
kalabareke,ಕಲಬರೆಕೆ
kodumudi,ಕೊಡುಮುಡಿ
vaakyagaliginta,ವಾಕ್ಯಗಳಿಗಿಂತ
mukhyoupadhyayan,ಮುಖ್ಯೌಪಾಧ್ಯಾಯನ
kutumeshwar,ಕುಟುಮೇಶ್ವರ
kumareshwarana,ಕುಮಾರೇಶ್ವರನ
retrock,ರೆಟ್ರಾಕ್
bhrunaavastheyallidda,ಭ್ರೂಣಾವಸ್ಥೆಯಲ್ಲಿದ್ದ
badukiruvudakkagi,ಬದುಕಿರುವುದಕ್ಕಾಗಿ
daulatrao,ದೌಲತ್ರಾವ್
saarajanakadante,ಸಾರಜನಕದಂತೆ
vruddhipa,ವೃದ್ಧಿಪ
notagala,ನೋಟಗಳ
matsuhrutsamagamasukhamam,ಮತ್ಸುಹೃತ್ಸಮಾಗಮಸುಖಮಂ
nilugadeyagidda,ನಿಲುಗಡೆಯಾಗಿದ್ದ
natarajannu,ನಟರಾಜನ್ನು
trivarnave,ತ್ರಿವರ್ಣವೇ
samshayisuttaane,ಸಂಶಯಿಸುತ್ತಾನೆ
navikaranadalli,ನವೀಕರಣದಲ್ಲಿ
daavrutavaagide,ದಾವೃತವಾಗಿದೆ
twamuddishya,ತ್ವಾಮುದ್ದಿಶ್ಯ
laknaudalli,ಲಕ್ನೌದಲ್ಲಿ
daayakanaada,ದಾಯಕನಾದ
alessander,ಅಲೆಸ್ಸಾಂಡರ್
bhaaratadalliddare,ಭಾರತದಲ್ಲಿದ್ದರೆ
serisillave,ಸೇರಿಸಿಲ್ಲವೇ
horagiduva,ಹೊರಗಿಡುವ
prashneyulla,ಪ್ರಶ್ನೆಯುಳ್ಳ
tirmanisuvaru,ತೀರ್ಮಾನಿಸುವರು
incharavu,ಇಂಚರವು
krutiyindaagi,ಕೃತಿಯಿಂದಾಗಿ
charitregalanne,ಚರಿತ್ರೆಗಳನ್ನೇ
hoovaagisuva,ಹೂವಾಗಿಸುವ
abhivyaktavagive,ಅಭಿವ್ಯಕ್ತವಾಗಿವೆ
haguragolisuvudakke,ಹಗುರಗೊಳಿಸುವುದಕ್ಕೆ
baarininda,ಬಾರಿನಿಂದ
andkondidini,ಅಂದ್ಕೊಂಡಿದಿನಿ
pourushagalella,ಪೌರುಷಗಳೆಲ್ಲ
heingella,ಹೀಂಗೆಲ್ಲಾ
ratidevige,ರತಿದೇವಿಗೆ
tatsama,ತತ್ಸಮ
hechchaadudaralli,ಹೆಚ್ಚಾದುದರಲ್ಲಿ
kraantinaayaka,ಕ್ರಾಂತಿನಾಯಕ
sulagalale,ಸುಲಗಳಲೆ
nadelive,ನಡೆಲಿವೆ
fattunayaka,ಫತ್ತುನಾಯಕ
kejal,ಕೇಜಲ್
hesaridalaagidyante,ಹೆಸರಿಡಲಾಗಿದ್ಯಂತೆ
ebargo,ಎಬಾರ್ಗೋ
tarakakkeriddarinda,ತಾರಕಕ್ಕೇರಿದ್ದರಿಂದ
mahamantrigalige,ಮಹಾಮಂತ್ರಿಗಳಿಗೆ
mudiyisi,ಮುಡಿಯಿಸಿ
kulwinder,ಕುಲ್ವೀಂದರ್
parishkarisiruvudarinda,ಪರಿಷ್ಕರಿಸಿರುವುದರಿಂದ
raayimaaraga,ರಾಯಿಮಾರಗ
masoliniyannu,ಮಸೋಲಿನಿಯನ್ನು
phalugunanodane,ಫಲುಗುಣನೊಡನೆ
tilasalaagittu,ತಿಳಸಲಾಗಿತ್ತು
shwaanagalaadare,ಶ್ವಾನಗಳಾದರೆ
shatrutvaviddaroo,ಶತ್ರುತ್ವವಿದ್ದರೂ
koralahaarava,ಕೊರಳಹಾರವ
nillisuttene,ನಿಲ್ಲಿಸುತ್ತೇನೆ
adhiranaaguttaane,ಅಧೀರನಾಗುತ್ತಾನೆ
chashme,ಚಶ್ಮೆ
readstring,ರೀಡ್ಸ್ಟ್ರಿಂಗ್
avaniye,ಅವನಿಯೇ
hudukuttiddenendu,ಹುಡುಕುತ್ತಿದ್ದೇನೆಂದು
armeniyaada,ಅರ್ಮೆನಿಯಾದ
jillegende,ಜಿಲ್ಲೆಗೆಂದೇ
samhariside,ಸಂಹರಿಸಿದೆ
muktagondiddaroo,ಮುಕ್ತಗೊಂಡಿದ್ದರೂ
hoguttiddeve,ಹೋಗುತ್ತಿದ್ದೇವೆ
killuru,ಕಿಲ್ಲೂರು
tilivudendanu,ತಿಳಿವುದೆಂದನು
tanikhegashte,ತನಿಖೆಗಷ್ಟೇ
interlocked,ಇಂಟರ್ಲಾಕ್ಡ್
haraduttiruvarennalaada,ಹರಡುತ್ತಿರುವರೆನ್ನಲಾದ
todedubidi,ತೊಡೆದುಬಿಡಿ
pattisallisiddu,ಪಟ್ಟಿಸಲ್ಲಿಸಿದ್ದು
taleyaagiyoo,ತಲೆಯಾಗಿಯೂ
huddegalalliddaroo,ಹುದ್ದೆಗಳಲ್ಲಿದ್ದರೂ
batshebaage,ಬತ್ಷೆಬಾಗೆ
virodhisittallade,ವಿರೋಧಿಸಿತ್ತಲ್ಲದೇ
saampradaayikadinda,ಸಾಂಪ್ರದಾಯಿಕದಿಂದ
bamparugalu,ಬಂಪರುಗಳು
singhege,ಸಿಂಘೆಗೆ
gastroperesisge,ಗ್ಯಾಸ್ಟ್ರೋಪರೆಸಿಸ್ಗೆ
majavendare,ಮಜಾವೆಂದರೆ
vyavastheyallo,ವ್ಯವಸ್ಥೆಯಲ್ಲೋ
ayuvudaralli,ಆಯುವುದರಲ್ಲಿ
kittagalu,ಕಿಟ್ಟಗಳು
antyalakshyada,ಅಂತ್ಯಲಕ್ಷ್ಯದ
idakkoppilla,ಇದಕ್ಕೊಪ್ಪಿಲ್ಲ
scamargalige,ಸ್ಕ್ಯಾಮರ್ಗಳಿಗೆ
conselment,ಕನ್ಸೆಲ್ಮೆಂಟ್
patravaduva,ಪಾತ್ರವಾಡುವ
bhavarogakke,ಭವರೋಗಕ್ಕೆ
prerepisalu,ಪ್ರೇರೆಪಿಸಲು
kodtirodu,ಕೊಡ್ತಿರೋದು
vrattisanghagalu,ವೃತ್ತಿಸಂಘಗಳು
haadiyaalannu,ಹಾದಿಯಾಳನ್ನು
kurudaraagiruttaare,ಕುರುಡರಾಗಿರುತ್ತಾರೆ
patraduddakkoo,ಪಾತ್ರದುದ್ದಕ್ಕೂ
mettilugalantaha,ಮೆಟ್ಟಿಲುಗಳಂತಹ
henigegalannu,ಹೆಣಿಗೆಗಳನ್ನು
andrad,ಆಂಡ್ರಾಡ್
dhora,ಧೋರಾ
horattu,ಹೊರಟ್ಟು
ittichenavaregu,ಇತ್ತೀಚೆನವರೆಗೂ
kambaladinda,ಕಂಬಳದಿಂದ
sanghatanegela,ಸಂಘಟನೆಗೆಳ
ulisakke,ಉಳಿಸಕ್ಕೆ
safalamadi,ಸಫಲಮಾಡಿ
teejan,ತೀಜನ್
pradeshadallinelesi,ಪ್ರದೇಶದಲ್ಲಿನೆಲೆಸಿ
barehagalellavoo,ಬರೆಹಗಳೆಲ್ಲವೂ
yedeyurinalli,ಯಡೆಯೂರಿನಲ್ಲಿ
vyatiriktavagiddaga,ವ್ಯತಿರಿಕ್ತವಾಗಿದ್ದಾಗ
antarangadi,ಅಂತರಂಗದಿ
nayate,ನಾಯತೆ
konkadidare,ಕೊಂಕಾಡಿದರೆ
astrophysics,ಅಸ್ಟ್ರೊಫಿಸಿಕ್ಸ್
printernallina,ಪ್ರಿಂಟರ್ನಲ್ಲಿನ
klikkisiddarinda,ಕ್ಲಿಕ್ಕಿಸಿದ್ದರಿಂದ
hidiyaballavaru,ಹಿಡಿಯಬಲ್ಲವರು
mainakaparvata,ಮೈನಾಕಪರ್ವತ
bahubhashigarannu,ಬಹುಭಾಷಿಗರನ್ನು
jagannatharavaru,ಜಗನ್ನಾಥರವರು
madhukrav,ಮಧುಕ್ರಾವ್
releating,ರಿಲೀಟಿಂಗ್
slush,ಸ್ಲಷ್
monikar,ಮೋನಿಕರ್
agalihoguva,ಅಗಲಿಹೋಗುವ
mudodakke,ಮೂಡೋದಕ್ಕೆ
majestratorige,ಮೆಜೆಸ್ಟ್ರೇಟರಿಗೆ
salyaatu,ಸಲ್ಯಾತು
kalakrutiyendare,ಕಲಾಕೃತಿಯೆಂದರೆ
kallambadi,ಕಲ್ಲಂಬಾಡಿ
yuhleen,ಯುಹ್ಲೀನ್
olagaagiru,ಒಳಗಾಗಿರು
miranayaka,ಮೀರಾನಾಯಕ
anusarisikondive,ಅನುಸರಿಸಿಕೊಂಡಿವೆ
ferrigala,ಫೆರ್ರಿಗಳ
todakagidda,ತೊಡಕಾಗಿದ್ದ
tikkun,ಟಿಕ್ಕುನ್
solto,ಸೊಲ್ಟೊ
hinneleyante,ಹಿನ್ನೆಲೆಯಂತೆ
prayogaatmakate,ಪ್ರಯೋಗಾತ್ಮಕತೆ
dinapatrake,ದಿನಪತ್ರಕೆ
siddharaamayyanavarige,ಸಿಧ್ಧರಾಮಯ್ಯನವರಿಗೆ
sthaliyara,ಸ್ಥಳೀಯರ
puneyalliddaare,ಪುಣೆಯಲ್ಲಿದ್ದಾರೆ
safnaz,ಸಫನಾಜ್
antaraarthaveenu,ಅಂತರಾರ್ಥವೇನು
saadhaaranaru,ಸಾಧಾರಣರು
kanaiguda,ಕನೈಗುಡಾ
karunisavva,ಕರುಣಿಸವ್ವ
parihaaravaagiddare,ಪರಿಹಾರವಾಗಿದ್ದರೆ
kanisikollalva,ಕಾಣಿಸಿಕೊಳ್ಳಲ್ವಾ
gaaliyallide,ಗಾಳಿಯಲ್ಲಿದೆ
bhedhi,ಭೇಧಿ
poornamadam,ಪೂರ್ಣಮದಂ
hyperplasiagala,ಹೈಪರ್ಪ್ಲಾಸಿಯಾಗಳ
kichchugattu,ಕಿಚ್ಚುಗತ್ತು
akarmagalannu,ಅಕರ್ಮಗಳನ್ನು
kanishtamattavagide,ಕನಿಷ್ಠಮಟ್ಟವಾಗಿದೆ
kavan,ಕಾವನ್
samajek,ಸಮಾಜೆಕ್
nanniccheyanusaara,ನನ್ನಿಚ್ಛೆಯನುಸಾರ
katesha,ಕಟೇಶ
kaaryakkendu,ಕಾರ್ಯಕ್ಕೆಂದು
purnagiri,ಪೂರ್ಣಗಿರಿ
baddupur,ಬದ್ದುಪುರ್
annuviraadare,ಅನ್ನುವಿರಾದರೆ
nemakagolisitu,ನೇಮಕಗೊಳಿಸಿತು
kaigolalaguvudu,ಕೈಗೋಳಲಾಗುವುದು
ottaayisiddarindaagi,ಒತ್ತಾಯಿಸಿದ್ದರಿಂದಾಗಿ
saikallondittu,ಸೈಕಲ್ಲೊಂದಿತ್ತು
doreyuttideye,ದೊರೆಯುತ್ತಿದೆಯೆ
manavisallisiddaare,ಮನವಿಸಲ್ಲಿಸಿದ್ದಾರೆ
hundiyee,ಹುಂಡಿಯೇ
sangraahakadallina,ಸಂಗ್ರಾಹಕದಲ್ಲಿನ
obstructive,ಆಬ್ಸ್ಟ್ರಕ್ಟಿವ್
maataduttave,ಮಾತದುಟ್ಟವೇ
bhrameyaadare,ಭ್ರಮೆಯಾದರೆ
siddhaartharannu,ಸಿದ್ಧಾರ್ಥರನ್ನು
gumpagiyoo,ಗುಂಪಾಗಿಯೂ
utirnaraadavaru,ಉತೀರ್ಣರಾದವರು
nayakarirabeku,ನಾಯಕರಿರಬೇಕು
ethical,ಎಥಿಕಲ್
tayaarakarigoo,ತಯಾರಕರಿಗೂ
ghoravagiye,ಘೋರವಾಗಿಯೇ
narasagisuva,ನರಸಾಗಿಸುವ
baadigedaaranaagiddare,ಬಾಡಿಗೆದಾರನಾಗಿದ್ದರೆ
samsaarigoo,ಸಂಸಾರಿಗೂ
taggisuvikeya,ತಗ್ಗಿಸುವಿಕೆಯ
rajguhya,ರಾಜಗುಹ್ಯ
heralaguttilla,ಹೇರಲಾಗುತ್ತಿಲ್ಲ
apraaptaraagiddare,ಅಪ್ರಾಪ್ತರಾಗಿದ್ದರೆ
temphovannu,ಟೆಂಫೋವನ್ನು
hedarisidda,ಹೆದರಿಸಿದ್ದ
nyage,ನ್ಯಾಗೆ
gamanisutalidda,ಗಮನಿಸುತಲಿದ್ದ
janavargavendu,ಜನವರ್ಗವೆಂದು
hutyara,ಹುಟ್ಯಾರ
vargavanegolisa,ವರ್ಗಾವಣೆಗೊಳಿಸ
koorabekide,ಕೂರಬೇಕಿದೆ
eradusthana,ಎರಡುಸ್ಥಾನ
mandsurina,ಮಂಡ್ಸೂರಿನ
arpisikolluttaane,ಅರ್ಪಿಸಿಕೊಳ್ಳುತ್ತಾನೆ
chikkamagalurugalinda,ಚಿಕ್ಕಮಗಳೂರುಗಳಿಂದ
olasuligalu,ಒಳಸುಳಿಗಳು
dorkstar,ಡಾರ್ಕ್ಸ್ಟಾರ್
krishnachandara,ಕೃಷ್ಣಚಂದರ
bigidukondare,ಬಿಗಿದುಕೊಂಡರೆ
firangigaara,ಫಿರಂಗಿಗಾರ
intell,ಇಂಟೆಲ್
belegaararaddaagittu,ಬೆಳೆಗಾರರದ್ದಾಗಿತ್ತು
innondashtanna,ಇನ್ನೊಂದಷ್ಟನ್ನ
koodisikondu,ಕೂಡಿಸಿಕೊಂಡು
gapattanavu,ಗಪಟ್ಟಣವು
ultron,ಅಲ್ಟ್ರಾನ್
shadilal,ಶಾದಿಲಾಲ್
possibilidad,ಪೋಸಿಬಿಲಿಡಾಡ್
vanthavu,ವಂಥವು
tampaadavaagive,ತಂಪಾದವಾಗಿವೆ
vaadyagaliruttave,ವಾದ್ಯಗಳಿರುತ್ತವೆ
bercities,ಬೆರ್ಸಿಟಿಸ್
shatakam,ಶತಕಂ
brazilge,ಬ್ರೆಜಿಲ್ಗೆ
darknesnondige,ಡಾರ್ಕ್ನೆಸ್ನೊಂದಿಗೆ
chamiyala,ಚಾಮಿಯಾಲ
abhayasimhara,ಅಭಯಸಿಂಹರ
gumpugalallade,ಗುಂಪುಗಳಲ್ಲದೆ
gayamadittu,ಗಾಯಮಾಡಿತ್ತು
bhinnayugmajigala,ಭಿನ್ನಯುಗ್ಮಜಿಗಳ
tirupatigintaloo,ತಿರುಪತಿಗಿಂತಲೂ
avadhigiruttade,ಅವಧಿಗಿರುತ್ತದೆ
pioglitazone,ಪಿಯೋಗ್ಲಿಟಾಜೋನ್
dharmatmanendu,ಧರ್ಮಾತ್ಮನೆಂದು
andajisikolli,ಅಂದಾಜಿಸಿಕೊಳ್ಳಿ
gaalipatagalannu,ಗಾಳಿಪಟಗಳನ್ನು
mahaakaavyavaagirali,ಮಹಾಕಾವ್ಯವಾಗಿರಲಿ
patradarigalagi,ಪಾತ್ರದಾರಿಗಳಾಗಿ
strilingadinda,ಸ್ತ್ರೀಲಿಂಗದಿಂದ
ultraportables,ಅಲ್ಟ್ರಾಪೋರ್ಟೇಬಲ್ಸ್
odeyanannagimadi,ಒಡೆಯನನ್ನಾಗಿಮಾಡಿ
grahagatigaloo,ಗ್ರಹಗತಿಗಳೂ
horaduvikege,ಹೊರಡುವಿಕೆಗೆ
chirasreeya,ಚಿರಶ್ರೀಯ
itihaasavannolagondu,ಇತಿಹಾಸವನ್ನೊಳಗೊಂಡು
saahityaveniside,ಸಾಹಿತ್ಯವೆನಿಸಿದೆ
oragidavanige,ಒರಗಿದವನಿಗೆ
nishvitavaada,ನಿಶ್ವಿತವಾದ
maragalilladallige,ಮರಗಳಿಲ್ಲದಲ್ಲಿಗೆ
niriksheyenteye,ನಿರೀಕ್ಷೆಯೆಂತೆಯೇ
lohitashwaravaru,ಲೋಹಿತಾಶ್ವರವರು
